gene_id,product_description,chromosome,start,end,strand,functional_category
LOC103721400,probable serine/threonine-protein kinase PBL21,NC_052399.1,6243955,6250406,+,Protein_Kinases
LOC103715256,phosphatidylinositol 4-phosphate 5-kinase 2-like,NC_052399.1,6518443,6523852,+,Protein_Kinases
LOC103715254,serine/threonine-protein kinase MPS1-like,NC_052399.1,6573088,6582093,-,Protein_Kinases
LOC103715246,mitogen-activated protein kinase kinase kinase 1-like,NC_052399.1,6670059,6680285,+,Protein_Kinases
LOC113463310,cell wall integrity and stress response component 1,NC_052399.1,6794706,6795730,+,Stress_Osmoprotectants
LOC103716020,phosphatidylinositol 4-phosphate 5-kinase 1%2C transcript variant X4,NC_052399.1,6826187,6847569,-,Protein_Kinases
LOC103716034,protein kinase PINOID-like,NC_052399.1,7005902,7009235,-,Protein_Kinases
LOC103701533,ATP-dependent 6-phosphofructokinase 5%2C chloroplastic-like%2C transcript variant X2,NC_052399.1,7745816,7758548,-,Protein_Kinases
LOC103701588,protein PHYTOCHROME KINASE SUBSTRATE 2,NC_052399.1,7812990,7815571,-,Protein_Kinases
LOC103722695,probable serine/threonine-protein kinase PBL3%2C transcript variant X2,NC_052399.1,8440229,8447363,+,Protein_Kinases
LOC103721727,shikimate kinase 2%2C chloroplastic-like%2C transcript variant X1,NC_052399.1,8636577,8641512,+,Protein_Kinases
LOC103722440,probable inactive receptor kinase At5g10020,NC_052399.1,8922699,8936197,-,Protein_Kinases
SERK2,LRR receptor kinase BAK1,NC_052399.1,8965568,8980077,-,Protein_Kinases
LOC103711263,serine/threonine-protein kinase pakG-like,NC_052399.1,9784917,9786101,+,Protein_Kinases
LOC103701542,LRR receptor kinase SERK2-like%2C transcript variant X6,NC_052399.1,10076761,10100843,-,Protein_Kinases
LOC103724134,heat stress transcription factor A-2c-like%2C transcript variant X2,NC_052399.1,10726375,10730207,+,Stress_Osmoprotectants
LOC103695827,probable serine/threonine-protein kinase WNK11,NC_052399.1,12396046,12396477,+,Protein_Kinases
LOC103695856,probable inactive receptor kinase At1g48480,NC_052399.1,13609702,13613180,-,Protein_Kinases
LOC113461139,proline-rich receptor-like protein kinase PERK10,NC_052399.1,13678222,13679816,+,Protein_Kinases
LOC103697633,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NC_052399.1,13797094,13799760,+,Protein_Kinases
LOC103695711,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NC_052399.1,13839909,13842629,+,Protein_Kinases
LOC103699801,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NC_052399.1,13846791,13847480,-,Protein_Kinases
LOC103695655,probable serine/threonine protein kinase IREH1,NC_052399.1,13912755,13937488,+,Protein_Kinases
LOC103695574,phosphatidylinositol 4-kinase alpha 1%2C transcript variant X1,NC_052399.1,13998923,14040177,+,Protein_Kinases
LOC103695498,serine/threonine-protein kinase prpf4B-like%2C transcript variant X6,NC_052399.1,14162215,14169051,+,Protein_Kinases
LOC103704410,MDIS1-interacting receptor like kinase 1-like,NC_052399.1,14525521,14528009,+,Protein_Kinases
LOC103703416,mitogen-activated protein kinase kinase kinase 18-like,NC_052399.1,14775095,14777165,-,Protein_Kinases
LOC103703335,receptor-like serine/threonine-protein kinase At1g78530%2C transcript variant X4,NC_052399.1,14838150,14843953,+,Protein_Kinases
LOC103703359,mitogen-activated protein kinase 10-like%2C transcript variant X1,NC_052399.1,15147191,15164246,+,Protein_Kinases
LOC103702468,receptor-like protein kinase HSL1,NC_052399.1,15743463,15747972,-,Protein_Kinases
LOC103702517,phosphatidylinositol 4-kinase gamma 4-like%2C transcript variant X1,NC_052399.1,16376238,16381082,+,Protein_Kinases
LOC103702589,serine/threonine-protein kinase RHS3-like,NC_052399.1,16507771,16513257,+,Protein_Kinases
LOC103702537,protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein%2C transcript variant X2,NC_052399.1,16697589,16710700,-,Protein_Kinases
LOC103702542,casein kinase 1-like protein 4%2C transcript variant X2,NC_052399.1,16774357,16784428,-,Protein_Kinases
LOC103702556,cyclin-dependent kinase F-1-like,NC_052399.1,16979655,16983790,+,Protein_Kinases
LOC103710931,proline-rich receptor-like protein kinase PERK1,NC_052399.1,17346008,17353368,-,Protein_Kinases
LOC103718549,probable membrane-associated kinase regulator 2,NC_052399.1,17762808,17765140,-,Protein_Kinases
LOC103710869,phosphatidylinositol 4-phosphate 5-kinase 10-like%2C transcript variant X2,NC_052399.1,18011145,18019269,+,Protein_Kinases
LOC103710860,probable inactive receptor kinase At4g23740%2C transcript variant X2,NC_052399.1,18160323,18166959,+,Protein_Kinases
LOC103703034,serine/threonine-protein kinase pkn2-like,NC_052399.1,18308709,18312152,+,Protein_Kinases
LOC103702963,plastidial pyruvate kinase 4%2C chloroplastic-like%2C transcript variant X1,NC_052399.1,18711817,18716662,-,Protein_Kinases
LOC103703017,sodium/calcium exchanger NCL1,NC_052399.1,19422086,19430611,-,Ion_Transporters
LOC103723061,mitogen-activated protein kinase 1,NC_052399.1,19853549,19862451,+,Protein_Kinases
LOC103723063,serine/threonine-protein kinase EDR1-like%2C transcript variant X2,NC_052399.1,20024099,20048662,-,Protein_Kinases
LOC103707330,calmodulin-binding receptor kinase CaMRLK-like,NC_052399.1,20119831,20122245,+,Protein_Kinases
LOC103707356,shaggy-related protein kinase eta-like,NC_052399.1,20330084,20342194,-,Protein_Kinases
LOC120111735,integrin-linked protein kinase 1-like,NC_052399.1,20539875,20546686,+,Protein_Kinases
LOC103711026,heat stress transcription factor C-2b-like,NC_052399.1,20647313,20648738,-,Stress_Osmoprotectants
LOC103708548,mitogen-activated protein kinase kinase kinase 11-like,NC_052399.1,20744410,20749078,+,Protein_Kinases
LOC103708533,probable serine/threonine-protein kinase At1g54610,NC_052399.1,20752194,20770828,-,Protein_Kinases
LOC103709791,probable serine/threonine-protein kinase PBL17,NC_052399.1,20984307,20990645,-,Protein_Kinases
LOC103709756,probable choline kinase 2%2C transcript variant X2,NC_052399.1,21125405,21131933,+,Protein_Kinases
LOC103709763,probable LRR receptor-like serine/threonine-protein kinase At1g34110,NC_052399.1,21192382,21196812,+,Protein_Kinases
LOC103709770,probable LRR receptor-like serine/threonine-protein kinase At1g14390,NC_052399.1,21273019,21278478,-,Protein_Kinases
LOC103709777,probable serine/threonine-protein kinase PIX7,NC_052399.1,21398585,21417281,+,Protein_Kinases
LOC103709798,probable LRR receptor-like serine/threonine-protein kinase At3g47570,NC_052399.1,21474329,21479085,+,Protein_Kinases
LOC103721338,receptor kinase-like protein Xa21,NC_052399.1,21559732,21563251,-,Protein_Kinases
LOC103721337,receptor kinase-like protein Xa21,NC_052399.1,21582960,21588326,-,Protein_Kinases
LOC103721334,receptor kinase-like protein Xa21,NC_052399.1,21749141,21752493,+,Protein_Kinases
LOC103721324,probable LRR receptor-like serine/threonine-protein kinase At3g47570,NC_052399.1,21754167,21758856,+,Protein_Kinases
LOC108511808,receptor kinase-like protein Xa21,NC_052399.1,21759628,21765062,+,Protein_Kinases
LOC103696350,receptor kinase-like protein Xa21,NC_052399.1,21782738,21786781,-,Protein_Kinases
LOC103720804,polynucleotide 5'-hydroxyl-kinase NOL9%2C transcript variant X3,NC_052399.1,21884156,21904961,+,Protein_Kinases
LOC103720812,mitogen-activated protein kinase kinase 2-like%2C transcript variant X4,NC_052399.1,22040672,22059813,-,Protein_Kinases
LOC103718664,serine/threonine-protein kinase 38-like,NC_052399.1,22092177,22109349,-,Protein_Kinases
LOC103702029,receptor-like serine/threonine-protein kinase ALE2%2C transcript variant X1,NC_052399.1,22764848,22773633,+,Protein_Kinases
LOC103722811,inactive protein kinase SELMODRAFT_444075-like%2C transcript variant X2,NC_052399.1,23281041,23294454,+,Protein_Kinases
LOC103713454,K(+) efflux antiporter 6-like%2C transcript variant X1,NC_052399.1,23343264,23349717,-,Ion_Transporters
LOC103713447,serine/threonine-protein kinase Aurora-1-like%2C transcript variant X2,NC_052399.1,23430791,23434508,+,Protein_Kinases
LOC103706762,hexokinase-2-like,NC_052399.1,23784892,23794258,+,Protein_Kinases
LOC103706753,receptor-like protein kinase HSL1,NC_052399.1,23794480,23798406,-,Protein_Kinases
LOC103708420,casein kinase 1-like protein HD16%2C transcript variant X2,NC_052399.1,24128711,24137712,-,Protein_Kinases
LOC103710977,mitogen-activated protein kinase kinase kinase 1,NC_052399.1,24250641,24251589,-,Protein_Kinases
LOC103715345,putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C%2C transcript variant X2,NC_052399.1,24695489,24707571,-,Protein_Kinases
LOC120111653,probable histidine kinase 4%2C transcript variant X3,NC_052399.1,25900982,25918389,-,Protein_Kinases
LOC120111654,receptor protein kinase TMK1-like,NC_052399.1,25925978,25930197,+,Protein_Kinases
LOC103723357,probable inactive receptor kinase At1g48480,NC_052399.1,26478126,26481398,-,Protein_Kinases
LOC103723354,receptor protein kinase TMK1-like,NC_052399.1,26498870,26505941,-,Protein_Kinases
LOC103708617,universal stress protein PHOS32,NC_052399.1,27420252,27422066,-,Stress_Osmoprotectants
LOC103704884,serine/threonine-protein kinase TNNI3K-like,NC_052399.1,27920316,27923615,-,Protein_Kinases
LOC120111673,serine/threonine-protein kinase TNNI3K-like,NC_052399.1,27942679,27947927,-,Protein_Kinases
LOC103712560,probable serine/threonine-protein kinase PBL16,NC_052399.1,28278868,28285973,+,Protein_Kinases
LOC103712574,1-phosphatidylinositol-3-phosphate 5-kinase FAB1A-like%2C transcript variant X1,NC_052399.1,28527170,28540947,+,Protein_Kinases
LOC103716955,probable ethanolamine kinase,NC_052399.1,28967725,28979385,+,Protein_Kinases
LOC103709369,pollen receptor-like kinase 3%2C transcript variant X2,NC_052399.1,29114736,29117059,+,Protein_Kinases
LOC103709335,probable nucleoside diphosphate kinase 5%2C transcript variant X1,NC_052399.1,29187633,29194267,-,Protein_Kinases
LOC103698377,serine/threonine-protein kinase RIPK-like,NC_052399.1,29540100,29543016,-,Protein_Kinases
LOC103704923,probable GTP diphosphokinase RSH2%2C chloroplastic,NC_052399.1,29641363,29645809,+,Protein_Kinases
LOC103704920,UMP-CMP kinase 4-like%2C transcript variant X2,NC_052399.1,29679449,29687316,+,Protein_Kinases
LOC103704912,LRR receptor-like serine/threonine-protein kinase ER1%2C transcript variant X2,NC_052399.1,29864692,29874204,-,Protein_Kinases
LOC103704907,MOB kinase activator-like 1A,NC_052399.1,29952349,29961026,-,Protein_Kinases
LOC103707239,serine/threonine-protein kinase TOUSLED,NC_052399.1,30437615,30467732,-,Protein_Kinases
LOC103707750,inositol 3-kinase,NC_052399.1,30942672,30948195,-,Protein_Kinases
LOC103706906,serine/threonine-protein kinase SRPK-like,NC_052399.1,31401976,31414619,+,Protein_Kinases
LOC103721265,LRR receptor-like serine/threonine-protein kinase,NC_052400.1,170855,174909,+,Protein_Kinases
LOC103698925,ATP-dependent 6-phosphofructokinase 2-like,NC_052400.1,257596,262870,+,Protein_Kinases
LOC103719634,probable LRR receptor-like serine/threonine-protein kinase At2g23950,NC_052400.1,1442118,1445510,+,Protein_Kinases
LOC103713136,pollen receptor-like kinase 1,NC_052400.1,2051683,2056041,+,Protein_Kinases
LOC103713125,L-arabinokinase-like,NC_052400.1,2216262,2238223,-,Protein_Kinases
LOC103713118,cation transporter HKT1-like,NC_052400.1,2349138,2352652,+,Ion_Transporters
LOC120111971,putative sodium-coupled neutral amino acid transporter 10,NC_052400.1,3300859,3302436,+,Ion_Transporters
LOC103697871,serine/threonine-protein kinase D6PKL1-like,NC_052400.1,4532782,4545285,+,Protein_Kinases
LOC103696956,pyruvate kinase 1%2C cytosolic-like%2C transcript variant X2,NC_052400.1,4732294,4766384,-,Protein_Kinases
LOC103722874,probable adenylate kinase 7%2C mitochondrial,NC_052400.1,5096400,5109006,+,Protein_Kinases
LOC103715318,probable serine/threonine-protein kinase At1g54610,NC_052400.1,5663795,5669345,+,Protein_Kinases
LOC103717470,serine/threonine-protein kinase PBS1-like,NC_052400.1,6149195,6158281,-,Protein_Kinases
LOC103717463,uridine kinase-like protein 4%2C transcript variant X7,NC_052400.1,6335678,6378960,+,Protein_Kinases
LOC108511901,inactive leucine-rich repeat receptor-like protein kinase CORYNE,NC_052400.1,7429282,7432326,+,Protein_Kinases
LOC103696968,aspartokinase 2%2C chloroplastic-like,NC_052400.1,7585180,7599245,-,Protein_Kinases
LOC120112043,stress response protein NST1-like%2C transcript variant X1,NC_052400.1,8249217,8250038,+,Stress_Osmoprotectants
LOC103721880,serine/threonine-protein kinase CDG1-like%2C transcript variant X1,NC_052400.1,8438797,8461768,-,Protein_Kinases
LOC103698741,chitin elicitor receptor kinase 1-like%2C transcript variant X2,NC_052400.1,8513518,8570454,-,Protein_Kinases
LOC103709386,leucine-rich repeat receptor protein kinase MSP1,NC_052400.1,9517636,9523265,-,Protein_Kinases
LOC103709401,cyclin-dependent kinase F-3%2C transcript variant X4,NC_052400.1,9768394,9783568,-,Protein_Kinases
LOC103705698,MAP3K epsilon protein kinase 1-like%2C transcript variant X1,NC_052400.1,10294817,10329890,-,Protein_Kinases
LOC120111886,probable serine/threonine-protein kinase PBL3,NC_052400.1,11128543,11137456,+,Protein_Kinases
LOC103700712,LRR receptor kinase BAK1-like%2C transcript variant X1,NC_052400.1,11192742,11206895,+,Protein_Kinases
LOC103700901,probable inactive receptor kinase At5g10020%2C transcript variant X2,NC_052400.1,11212722,11226853,+,Protein_Kinases
LOC120111888,proline-rich receptor-like protein kinase PERK9,NC_052400.1,11666919,11668331,-,Protein_Kinases
LOC103701777,serine/threonine-protein kinase SAPK2-like%2C transcript variant X1,NC_052400.1,11954703,11959818,-,Protein_Kinases
LOC103701808,cyclin-dependent kinase inhibitor 1-like%2C transcript variant X1,NC_052400.1,12417376,12419353,+,Protein_Kinases
LOC103701899,probable LRR receptor-like serine/threonine-protein kinase At1g67720,NC_052400.1,12453980,12457840,-,Protein_Kinases
LOC113462388,mitogen-activated protein kinase kinase kinase 1-like%2C transcript variant X2,NC_052400.1,13172010,13182695,-,Protein_Kinases
LOC103701911,serine/threonine-protein kinase MPS1-like%2C transcript variant X1,NC_052400.1,13281995,13289996,+,Protein_Kinases
LOC103701845,phosphatidylinositol 4-phosphate 5-kinase 2-like,NC_052400.1,13331225,13336680,-,Protein_Kinases
LOC103701857,probable serine/threonine-protein kinase PBL23,NC_052400.1,13564939,13572022,-,Protein_Kinases
LOC103701916,putative cysteine-rich receptor-like protein kinase 23,NC_052400.1,13649024,13650731,-,Protein_Kinases
LOC120112000,PR5-like receptor kinase,NC_052400.1,13807073,13808632,+,Protein_Kinases
LOC103704548,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4,NC_052400.1,13814699,13819154,+,Protein_Kinases
LOC103701920,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1%2C transcript variant X2,NC_052400.1,13833429,13857363,+,Protein_Kinases
LOC103701921,PR5-like receptor kinase,NC_052400.1,13846122,13848271,+,Protein_Kinases
LOC103718828,probable leucine-rich repeat receptor-like protein kinase At1g68400,NC_052400.1,13932202,13934968,-,Protein_Kinases
LOC103723596,rust resistance kinase Lr10-like%2C transcript variant X1,NC_052400.1,14016210,14020324,+,Protein_Kinases
LOC103719561,putative receptor-like protein kinase At4g00960,NC_052400.1,14109288,14117024,+,Protein_Kinases
LOC103722865,G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300,NC_052400.1,14866366,14869308,+,Protein_Kinases
LOC103723318,heat stress transcription factor A-1-like%2C transcript variant X1,NC_052400.1,14902013,14913420,-,Stress_Osmoprotectants
LOC103701099,probable inactive receptor kinase At1g48480,NC_052400.1,15070995,15074235,-,Protein_Kinases
LOC103716283,probable serine/threonine protein kinase IREH1%2C transcript variant X3,NC_052400.1,15175868,15190000,+,Protein_Kinases
LOC103700973,serine/threonine-protein kinase prpf4B%2C transcript variant X19,NC_052400.1,15471231,15478681,+,Protein_Kinases
LOC103701811,mitogen-activated protein kinase kinase kinase 18-like,NC_052400.1,15857405,15859390,-,Protein_Kinases
LOC108511554,receptor-like serine/threonine-protein kinase At1g78530,NC_052400.1,15921296,15925201,+,Protein_Kinases
LOC103701786,CBL-interacting serine/threonine-protein kinase 6-like,NC_052400.1,15983028,15991811,-,Protein_Kinases
LOC103696841,receptor-like protein kinase HSL1,NC_052400.1,16337436,16341657,-,Protein_Kinases
LOC103716984,casein kinase 1-like protein 4%2C transcript variant X10,NC_052400.1,16917421,16930898,-,Protein_Kinases
LOC103715593,cyclin-dependent kinase F-1-like,NC_052400.1,17081629,17085263,+,Protein_Kinases
LOC103701436,proline-rich receptor-like protein kinase PERK1,NC_052400.1,17306326,17312923,-,Protein_Kinases
LOC103711672,probable membrane-associated kinase regulator 2%2C transcript variant X2,NC_052400.1,17574440,17576648,-,Protein_Kinases
LOC103709674,probable inactive receptor kinase At4g23740%2C transcript variant X1,NC_052400.1,17758786,17762888,+,Protein_Kinases
LOC103706194,plastidial pyruvate kinase 4%2C chloroplastic%2C transcript variant X1,NC_052400.1,18172639,18181366,-,Protein_Kinases
LOC103700827,mitogen-activated protein kinase 1-like%2C transcript variant X2,NC_052400.1,18924168,18935338,+,Protein_Kinases
